Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2010,7,1,1.4744955,1.411341,1.3517685,1.255668,1.326786,1.4383545,1.4363355,1.4812935,1.4745195,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2010,7,2,1.5,1.5,1.5,1.5,1.4845845,1.4804025,1.38852,1.364754,1.323099,1.2200505,1.36344,1.458477,1.397058,1.438995,1.4858475,1.5,1.5,1.5,1.4732625,1.3864935,1.4840235,1.4553975,1.3557075,1.4859465
2010,7,3,1.4602875,1.4119935,1.4122365,1.406478,1.456251,1.443033,1.455954,1.4730255,1.4451675,1.4691465,1.5,1.5,1.480011,1.5,1.487316,1.487214,1.4746455,1.4754795,1.454265,1.4620965,1.4349345,1.3793625,1.1937015,0.939825
2010,7,4,0.719181,0.3184515,0.1356375,0.1037055,0.0943695,0.097452,0.15621,0.2445855,0.302127,0.438822,0.482343,0.447816,0.3954495,0.4348935,0.354525,0.341223,0.276837,0.2431065,0.2445855,0.4058475,0.5518575,0.73977,0.7174755,0.5238165
2010,7,5,0.1429665,0.125982,0.1580685,0.3417255,0.408972,0.370977,0.2743485,0.38565,0.872796,1.2562395,0.759396,0.6259395,0.5467065,0.396021,0.3091155,0.5090145,0.473469,0.467334,0.473469,0.4929285,0.43038,0.51579,0.4125105,0.266742
2010,7,6,0.072342,0,0,0,0,0,0,0,0,0,0,0,0.1096155,0.156693,0.1866645,0.2079075,0.574554,0.7756725,0.8544765,0.793206,0.834393,0.9081825,0.986625,1.158744
2010,7,7,0.717759,0.4825665,0.510645,0.440484,0.323853,0.2350005,0.3062115,0.270249,0.397167,0.545484,0.520029,0.4448715,0.698817,0.7701405,0.69966,0.716055,0.7334565,0.680091,0.6717825,0.732597,0.7323105,0.6762075,1.0873455,1.0011315
2010,7,8,0.5793675,0.617985,0.5949945,0.5516115,0.722313,0.8751585,0.9633465,1.286688,1.5,1.5,1.4859885,1.5,1.4828565,1.128069,0.0806385,1.2306015,0.732024,0.6971295,0.505536,0.201024,0.1351485,0,0,0
2010,7,9,0.201333,0.288579,0.4816725,0.8521125,1.3205565,1.434255,1.4397435,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
2010,7,10,1.5,1.5,1.5,1.5,1.4849625,1.5,1.5,1.46379,1.466994,1.4301,1.4418825,1.4219265,1.3815,1.3356585,1.356084,1.32399,1.364991,1.2588915,1.176972,1.064472,0.9587175,0.9860535,1.1925885,1.1950335
2010,7,11,1.1006385,1.0566375,1.035555,0.9558195,1.238082,1.356084,1.3750965,1.408518,1.3418625,1.265247,1.38741,1.385982,1.3585725,1.3261995,0.9572685,0.875454,0.7495635,0.704448,0.678147,0.691803,0.503457,0.5216835,0.2619555,0.102372
2010,7,12,0,0,0,0.100845,0.133347,0.0649965,0.1128405,0.5372265,0.786474,0.4580295,0.290169,0.1161585,0.089739,0.072192,0.0763185,0.098214,0.1270275,0.061002,0,0,0.0774765,0.0773565,0.0776385,0.066018
2010,7,13,0.133899,0.180645,0.21111,0.262086,0.2413905,0.1580685,0.231453,0.1777965,0.1415715,0.1065375,0.142377,0.1473045,0.1160385,0.0811845,0.069396,0,0,0,0,0,0,0,0,0
2010,7,14,0,0,0,0,0,0,0,0,0,0.096747,0.112083,0.13947,0.1563705,0.1355685,0.127686,0.1588845,0.196458,0.1762545,0.122514,0.1284795,0.1599495,0.177432,0.1369035,0.0976035
2010,7,15,0.1322505,0.0749055,0.068715,0.0881685,0.118833,0.122388,0.1417185,0.2121885,0.3422295,0.3627585,0.2559555,0.169599,0.3793545,0.6528615,0.5415885,0.496572,0.271473,0.288291,0.522867,0.0731745,0.5394045,0.249579,0.3886425,1.2518355
2010,7,16,1.481859,1.5,1.5,1.5,1.5,1.46421,1.3210065,1.383603,1.3619955,1.120047,0.3821205,0.1219455,0.091146,0,0,0,0.0801375,0.1504485,0.2360745,0.350556,0.3845325,0.378069,0.509946,1.0741155
2010,7,17,0.8022975,1.0928445,1.259457,1.312752,1.3619955,1.3495695,1.3842285,1.3941195,1.3276605,0.9310635,0.8158215,0.933987,1.066086,1.1707305,1.0810185,1.3579545,1.3319835,1.161351,1.0219455,1.013262,1.0789005,1.171659,1.075713,0.640401
2010,7,18,0.9788955,1.1063085,1.081548,1.0954515,1.0706445,0.903768,1.143105,1.4472765,1.46568,1.4770005,1.5,1.5,1.4876775,1.5,1.5,1.5,1.5,1.5,1.487529,1.4868405,1.487061,1.485777,1.5,1.472463
2010,7,19,1.456923,1.45587,1.4705925,1.4810325,1.4760765,1.385469,1.0936275,0.627804,0.3052995,0.219771,0.3206655,0.3350685,0.3691755,0.4367505,0.8119965,0.9354465,1.245024,1.1391945,1.1714265,1.429239,1.026684,1.425282,1.4415495,1.4094405
