Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2010,7,1,0.415694,0.521978,0.59014,0.631511,0.714849,0.77664,0.685046,0.580122,0.492093,0.460138,0.737141,0.819289,0.793616,0.714088,0.663172,0.734648,0.775051,0.785653,0.618326,0.551603,0.485032,0.404915,0.361744,0.637007
2010,7,2,0.668587,0.619317,0.593424,0.617458,0.803846,0.7922,0.557252,0.343473,0.719715,0.691311,0.697064,0.69029,0.535,0.36325,0.2134,0.109802,0.144256,0.24987,0.371415,0.427696,0.516561,0.404062,0.168601,0.174793
2010,7,3,0.181317,0.097873,0.067762,0.08616,0.100801,0.114478,0.110032,0.10744,0.100378,0.081275,0.072683,0.078982,0.07445,0.089936,0.074802,0.065804,0.20508,0.271095,0.396421,0.38026,0.272164,0.143904,0.144314,0.130784
2010,7,4,0.098038,0.050291,0,0,0,0,0,0,0,0.076882,0.097338,0.115626,0.206581,0.259622,0.238081,0.238966,0.217494,0.196945,0.175,0.15452,0.128017,0.11732,0.052965,0.067065
2010,7,5,0.056262,0.098245,0.169205,0.226118,0.226629,0.230658,0.196564,0.188483,0.290884,0.410536,0.428318,0.434678,0.408577,0.425957,0.593551,0.709059,0.718853,0.67559,0.62783,0.62352,0.540411,0.496208,0.139294,0.100801
2010,7,6,0.064734,0.05187,0.045727,0.046008,0.055318,0.060591,0.091241,0.160849,0.142681,0.171367,0.190033,0.279036,0.416556,0.620678,0.610617,0.593046,0.449755,0.323977,0.291291,0.335308,0.363947,0.486444,0.188042,0.065323
2010,7,7,0.112398,0.0516,0.036202,0.038633,0.041459,0.059011,0.079967,0.119433,0.238612,0.413112,0.56033,0.704425,0.72634,0.764388,0.77383,0.774394,0.743517,0.68045,0.489653,0.374823,0.376002,0.501097,0.240032,0.16403
2010,7,8,0.150462,0.121831,0.29518,0.591025,0.868734,0.920188,0.990261,0.60687,0.820567,0.977796,0.947302,0.77608,0.53616,0.18289,0.042955,0,0.113434,0.054935,0.090394,0.162465,0.408333,0.571459,0.380853,0.237816
2010,7,9,0.537835,0.556867,0.701203,0.775145,0.742904,0.654261,0.460519,0.540797,0.627584,0.727188,0.680796,0.699193,0.745655,0.8471,0.921783,0.951297,0.950449,0.952531,0.940468,0.93185,0.948871,0.956837,0.97414,0.961348
2010,7,10,0.96581,0.958533,0.943354,0.930797,0.873322,0.780442,0.782372,0.877541,0.802823,0.713544,0.618697,0.463823,0.216917,0.162725,0.092096,0.0741,0.074132,0.063187,0.048971,0.048525,0.046513,0.049985,0.127124,0.163051
2010,7,11,0.279531,0.369073,0.512564,0.508311,0.582028,0.59292,0.454053,0.426578,0.248043,0.339433,0.434803,0.349583,0.287638,0.30863,0.332316,0.210089,0.15205,0.124272,0.114573,0.12982,0.090894,0.074546,0.091901,0.151866
2010,7,12,0.290273,0.516948,0.580122,0.648988,0.638102,0.504317,0.245411,0.297137,0.588242,0.630285,0.474406,0.573117,0.581393,0.438934,0.429065,0.42199,0.198091,0.198935,0.207374,0.322455,0.451397,0.452788,0.480803,0.588622
2010,7,13,0.733604,0.838549,0.863817,0.848292,0.937704,0.83312,0.045648,0.034463,0.106589,0.182102,0.27588,0.435678,0.415571,0.224931,0.10059,0.151132,0.194216,0.038786,0.132242,0.42199,0.358626,0.363947,0.323324,0.326597
